el1,el2,el3,el4,quality1,quality2,quality3,quality4,name,imageID,imageSTEP
697.471,825.78,868.549,858.679,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
802.75,840.584,886.6439999999999,863.6139999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
697.471,827.425,875.1289999999999,883.3539999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
486.914,814.265,860.324,886.6439999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
486.914,812.62,861.9689999999999,888.289,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
802.75,838.94,891.579,853.7439999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
802.75,834.005,893.2239999999999,870.194,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
697.471,815.91,880.064,891.579,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
486.914,802.75,858.679,899.804,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
802.75,824.135,873.4839999999999,865.2589999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
908.029,830.715,883.3539999999999,857.034,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
908.029,822.49,878.419,873.4839999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
697.471,802.75,861.9689999999999,894.8689999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
697.471,810.975,865.2589999999999,875.1289999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
1013.31,830.715,891.579,857.034,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
1013.31,819.2,884.9989999999999,883.3539999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
802.75,809.33,870.194,883.3539999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
486.914,796.17,855.3889999999999,904.7389999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
802.75,817.555,870.194,858.679,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
802.75,819.2,876.7739999999999,850.454,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
802.75,825.78,875.1289999999999,883.3539999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
592.192,796.17,858.679,901.449,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
697.471,802.75,865.2589999999999,883.3539999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
908.029,819.2,886.6439999999999,868.549,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
802.75,810.975,881.709,878.419,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
697.471,812.62,873.4839999999999,904.7389999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
592.192,806.04,860.324,914.6089999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
908.029,834.005,889.934,863.6139999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
908.029,822.49,894.8689999999999,873.4839999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
908.029,814.265,865.2589999999999,889.934,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
697.471,801.105,853.7439999999999,914.6089999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
908.029,810.975,858.679,896.5139999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
908.029,830.715,883.3539999999999,876.7739999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
697.471,822.49,876.7739999999999,896.5139999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
381.635,820.845,863.6139999999999,914.6089999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
381.635,810.975,848.809,904.7389999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
697.471,834.005,873.4839999999999,863.6139999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
697.471,822.49,875.1289999999999,866.904,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
592.192,814.265,866.904,870.194,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
381.635,804.395,850.454,880.064,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
697.471,834.005,876.7739999999999,840.584,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
802.75,840.584,889.934,840.584,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
802.75,829.07,868.549,866.904,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
592.192,810.975,847.164,880.064,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
592.192,817.555,850.454,883.3539999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
908.029,848.809,871.8389999999999,857.034,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
908.029,838.94,865.2589999999999,875.1289999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
802.75,838.94,861.9689999999999,891.579,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
620.1569999999999,819.2,850.454,908.029,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
830.715,834.005,871.8389999999999,880.064,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
830.715,837.295,881.709,881.709,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
830.715,829.07,868.549,904.7389999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
620.1569999999999,810.975,848.809,908.029,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
725.436,827.425,865.2589999999999,906.3839999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
935.993,843.8739999999999,888.289,894.8689999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
830.715,827.425,873.4839999999999,908.029,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
725.436,822.49,860.324,908.029,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
620.1569999999999,824.135,848.809,893.2239999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
935.993,858.679,883.3539999999999,863.6139999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
935.993,847.164,881.709,873.4839999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
935.993,834.005,868.549,884.9989999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
725.436,824.135,847.164,898.159,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
935.993,840.584,857.034,883.3539999999999,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
1041.27,861.9689999999999,878.419,866.904,2,1,1,1,Varvara Nikolaeva978307200.0,0,1
