el1,el2,el3,el4,quality1,quality2,quality3,quality4,name,imageID,imageSTEP
878.419,812.62,789.59,883.3539999999999,1,1,1,1,Alexey978307200.0,0,1
837.295,809.33,794.525,843.8739999999999,1,1,1,1,Alexey978307200.0,0,1
837.295,809.33,794.525,850.454,1,1,1,1,Alexey978307200.0,0,1
873.4839999999999,809.33,801.105,880.064,1,1,1,1,Alexey978307200.0,0,1
888.289,810.975,807.685,898.159,1,1,1,1,Alexey978307200.0,0,1
843.8739999999999,807.685,804.395,843.8739999999999,1,1,1,1,Alexey978307200.0,0,1
832.36,806.04,801.105,838.94,1,1,1,1,Alexey978307200.0,0,1
853.7439999999999,802.75,799.46,870.194,1,1,1,1,Alexey978307200.0,0,1
891.579,801.105,806.04,901.449,1,1,1,1,Alexey978307200.0,0,1
870.194,802.75,801.105,876.7739999999999,1,1,1,1,Alexey978307200.0,0,1
827.425,801.105,799.46,830.715,1,1,1,1,Alexey978307200.0,0,1
832.36,797.815,797.815,847.164,1,1,1,1,Alexey978307200.0,0,1
865.2589999999999,797.815,794.525,891.579,1,1,1,1,Alexey978307200.0,0,1
871.8389999999999,802.75,799.46,888.289,1,1,1,1,Alexey978307200.0,0,1
825.78,802.75,796.17,837.295,1,1,1,1,Alexey978307200.0,0,1
822.49,806.04,792.88,827.425,1,1,1,1,Alexey978307200.0,0,1
853.7439999999999,804.395,799.46,876.7739999999999,1,1,1,1,Alexey978307200.0,0,1
893.2239999999999,801.105,797.815,908.029,1,1,1,1,Alexey978307200.0,0,1
860.324,801.105,794.525,860.324,1,1,1,1,Alexey978307200.0,0,1
835.65,802.75,797.815,835.65,1,1,1,1,Alexey978307200.0,0,1
843.8739999999999,802.75,799.46,858.679,1,1,1,1,Alexey978307200.0,0,1
880.064,802.75,804.395,886.6439999999999,1,1,1,1,Alexey978307200.0,0,1
876.7739999999999,802.75,797.815,861.9689999999999,1,1,1,1,Alexey978307200.0,0,1
825.78,804.395,789.59,834.005,1,1,1,1,Alexey978307200.0,0,1
832.36,802.75,792.88,847.164,1,1,1,1,Alexey978307200.0,0,1
865.2589999999999,806.04,799.46,891.579,1,1,1,1,Alexey978307200.0,0,1
888.289,799.46,801.105,908.029,1,1,1,1,Alexey978307200.0,0,1
843.8739999999999,802.75,801.105,835.65,1,1,1,1,Alexey978307200.0,0,1
829.07,802.75,797.815,845.5189999999999,1,1,1,1,Alexey978307200.0,0,1
848.809,806.04,797.815,881.709,1,1,1,1,Alexey978307200.0,0,1
884.9989999999999,804.395,797.815,889.934,1,1,1,1,Alexey978307200.0,0,1
868.549,801.105,801.105,852.0989999999999,1,1,1,1,Alexey978307200.0,0,1
824.135,802.75,799.46,824.135,1,1,1,1,Alexey978307200.0,0,1
832.36,799.46,806.04,850.454,1,1,1,1,Alexey978307200.0,0,1
871.8389999999999,799.46,807.685,880.064,1,1,1,1,Alexey978307200.0,0,1
886.6439999999999,799.46,801.105,898.159,1,1,1,1,Alexey978307200.0,0,1
837.295,801.105,794.525,830.715,1,1,1,1,Alexey978307200.0,0,1
825.78,799.46,789.59,829.07,1,1,1,1,Alexey978307200.0,0,1
857.034,799.46,787.945,886.6439999999999,1,1,1,1,Alexey978307200.0,0,1
