el1,el2,el3,el4,quality1,quality2,quality3,quality4,name,imageID,imageSTEP
863.6139999999999,801.105,847.164,871.8389999999999,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
868.549,802.75,848.809,825.78,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
886.6439999999999,794.525,838.94,842.2289999999999,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
903.0939999999999,799.46,837.295,908.029,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
866.904,801.105,840.584,894.8689999999999,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
837.295,799.46,842.2289999999999,825.78,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
866.904,796.17,837.295,825.78,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
891.579,794.525,838.94,891.579,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
880.064,799.46,840.584,921.188,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
850.454,799.46,845.5189999999999,871.8389999999999,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
847.164,792.88,834.005,812.62,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
881.709,791.235,829.07,848.809,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
891.579,794.525,834.005,901.449,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
855.3889999999999,797.815,837.295,888.289,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
847.164,804.395,845.5189999999999,835.65,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
884.9989999999999,801.105,843.8739999999999,845.5189999999999,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
888.289,794.525,835.65,898.159,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
886.6439999999999,802.75,845.5189999999999,898.159,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
852.0989999999999,804.395,853.7439999999999,845.5189999999999,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
871.8389999999999,804.395,852.0989999999999,845.5189999999999,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
912.9639999999999,801.105,850.454,898.159,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
912.9639999999999,802.75,853.7439999999999,924.4780000000001,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
863.6139999999999,802.75,848.809,898.159,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
848.809,796.17,842.2289999999999,845.5189999999999,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
881.709,794.525,835.65,845.5189999999999,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
904.7389999999999,797.815,842.2289999999999,898.159,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
878.419,801.105,847.164,898.159,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
852.0989999999999,806.04,857.034,871.8389999999999,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
868.549,799.46,855.3889999999999,845.5189999999999,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
894.8689999999999,796.17,845.5189999999999,871.8389999999999,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
896.5139999999999,801.105,850.454,898.159,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
861.9689999999999,806.04,853.7439999999999,871.8389999999999,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
857.034,801.105,845.5189999999999,792.88,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
903.0939999999999,802.75,848.809,819.2,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
906.3839999999999,799.46,850.454,871.8389999999999,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
875.1289999999999,799.46,848.809,871.8389999999999,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
840.584,796.17,845.5189999999999,819.2,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
852.0989999999999,789.59,835.65,819.2,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
891.579,792.88,842.2289999999999,898.159,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
876.7739999999999,794.525,845.5189999999999,924.4780000000001,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
843.8739999999999,799.46,852.0989999999999,898.159,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
855.3889999999999,799.46,855.3889999999999,871.8389999999999,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
876.7739999999999,791.235,843.8739999999999,871.8389999999999,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
875.1289999999999,794.525,845.5189999999999,924.4780000000001,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
843.8739999999999,794.525,848.809,924.4780000000001,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
815.91,794.525,848.809,871.8389999999999,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
857.034,794.525,847.164,871.8389999999999,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
893.2239999999999,799.46,853.7439999999999,924.4780000000001,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
870.194,797.815,848.809,924.4780000000001,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
847.164,801.105,848.809,845.5189999999999,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
855.3889999999999,794.525,840.584,792.88,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
883.3539999999999,791.235,830.715,819.2,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
903.0939999999999,797.815,835.65,845.5189999999999,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
870.194,799.46,840.584,819.2,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
857.034,794.525,832.36,766.56,2,1,1,2,stas25.08lightbreakfast978307200.0,0,1
