el1,el2,el3,el4,quality1,quality2,quality3,quality4,name,imageID,imageSTEP
664.572,835.65,875.1289999999999,909.674,2,1,1,1,igor shumakov978307200.0,0,1
559.293,825.78,866.904,899.804,2,1,1,1,igor shumakov978307200.0,0,1
980.408,819.2,848.809,827.425,2,1,1,1,igor shumakov978307200.0,0,1
980.408,832.36,865.2589999999999,860.324,2,1,1,1,igor shumakov978307200.0,0,1
875.1289999999999,829.07,870.194,883.3539999999999,2,1,1,1,igor shumakov978307200.0,0,1
559.293,834.005,878.419,917.8989999999999,2,1,1,1,igor shumakov978307200.0,0,1
875.1289999999999,819.2,853.7439999999999,840.584,2,1,1,1,igor shumakov978307200.0,0,1
980.408,827.425,858.679,820.845,2,1,1,1,igor shumakov978307200.0,0,1
875.1289999999999,830.715,865.2589999999999,876.7739999999999,2,1,1,1,igor shumakov978307200.0,0,1
664.572,834.005,875.1289999999999,909.674,2,1,1,1,igor shumakov978307200.0,0,1
664.572,822.49,866.904,894.8689999999999,2,1,1,1,igor shumakov978307200.0,0,1
980.408,815.91,850.454,830.715,2,1,1,1,igor shumakov978307200.0,0,1
875.1289999999999,825.78,861.9689999999999,853.7439999999999,2,1,1,1,igor shumakov978307200.0,0,1
769.85,830.715,866.904,884.9989999999999,2,1,1,1,igor shumakov978307200.0,0,1
559.293,825.78,866.904,899.804,2,1,1,1,igor shumakov978307200.0,0,1
980.408,815.91,848.809,824.135,2,1,1,1,igor shumakov978307200.0,0,1
980.408,824.135,858.679,834.005,2,1,1,1,igor shumakov978307200.0,0,1
980.408,824.135,863.6139999999999,875.1289999999999,2,1,1,1,igor shumakov978307200.0,0,1
664.572,830.715,870.194,904.7389999999999,2,1,1,1,igor shumakov978307200.0,0,1
769.85,817.555,857.034,871.8389999999999,2,1,1,1,igor shumakov978307200.0,0,1
980.408,820.845,852.0989999999999,815.91,2,1,1,1,igor shumakov978307200.0,0,1
875.1289999999999,829.07,863.6139999999999,863.6139999999999,2,1,1,1,igor shumakov978307200.0,0,1
769.85,834.005,870.194,901.449,2,1,1,1,igor shumakov978307200.0,0,1
664.572,829.07,870.194,911.319,2,1,1,1,igor shumakov978307200.0,0,1
1085.69,819.2,852.0989999999999,835.65,2,1,1,1,igor shumakov978307200.0,0,1
