
898.159,840.584,840.584,906.384,1,1,1,1,ruslan aliev978307200.0,0,1
899.804,842.229,847.164,911.319,1,1,1,1,ruslan aliev978307200.0,0,1
899.804,838.94,838.94,909.674,1,1,1,1,ruslan aliev978307200.0,0,1
896.514,834.005,837.295,904.739,1,1,1,1,ruslan aliev978307200.0,0,1
898.159,834.005,837.295,903.094,1,1,1,1,ruslan aliev978307200.0,0,1
883.354,832.36,838.94,888.289,1,1,1,1,ruslan aliev978307200.0,0,1
894.869,838.94,838.94,884.999,1,1,1,1,ruslan aliev978307200.0,0,1
893.224,837.295,842.229,899.804,1,1,1,1,ruslan aliev978307200.0,0,1
893.224,834.005,845.519,912.964,1,1,1,1,ruslan aliev978307200.0,0,1
901.449,838.94,840.584,916.254,1,1,1,1,ruslan aliev978307200.0,0,1
894.869,832.36,843.874,912.964,1,1,1,1,ruslan aliev978307200.0,0,1
888.289,830.715,840.584,898.159,1,1,1,1,ruslan aliev978307200.0,0,1
889.934,838.94,842.229,898.159,1,1,1,1,ruslan aliev978307200.0,0,1
898.159,835.65,840.584,906.384,1,1,1,1,ruslan aliev978307200.0,0,1
880.064,830.715,835.65,891.579,1,1,1,1,ruslan aliev978307200.0,0,1
891.579,832.36,840.584,876.774,1,1,1,1,ruslan aliev978307200.0,0,1
884.999,832.36,842.229,881.709,1,1,1,1,ruslan aliev978307200.0,0,1
875.129,832.36,843.874,894.869,1,1,1,1,ruslan aliev978307200.0,0,1
893.224,834.005,845.519,893.224,1,1,1,1,ruslan aliev978307200.0,0,1
876.774,830.715,838.94,886.644,1,1,1,1,ruslan aliev978307200.0,0,1
878.419,827.425,840.584,888.289,1,1,1,1,ruslan aliev978307200.0,0,1
883.354,829.07,847.164,886.644,1,1,1,1,ruslan aliev978307200.0,0,1
878.419,829.07,842.229,896.514,1,1,1,1,ruslan aliev978307200.0,0,1
865.259,829.07,847.164,898.159,1,1,1,1,ruslan aliev978307200.0,0,1
870.194,827.425,838.94,870.194,1,1,1,1,ruslan aliev978307200.0,0,1
871.839,832.36,837.295,868.549,1,1,1,1,ruslan aliev978307200.0,0,1
875.129,829.07,842.229,875.129,1,1,1,1,ruslan aliev978307200.0,0,1
894.869,829.07,845.519,880.064,1,1,1,1,ruslan aliev978307200.0,0,1
883.354,827.425,850.454,894.869,1,1,1,1,ruslan aliev978307200.0,0,1
863.614,824.135,842.229,878.419,1,1,1,1,ruslan aliev978307200.0,0,1
876.774,825.78,843.874,884.999,1,1,1,1,ruslan aliev978307200.0,0,1
868.549,825.78,842.229,868.549,1,1,1,1,ruslan aliev978307200.0,0,1
876.774,827.425,847.164,875.129,1,1,1,1,ruslan aliev978307200.0,0,1
868.549,829.07,852.099,880.064,1,1,1,1,ruslan aliev978307200.0,0,1
871.839,827.425,845.519,871.839,1,1,1,1,ruslan aliev978307200.0,0,1
871.839,827.425,848.809,871.839,1,1,1,1,ruslan aliev978307200.0,0,1
863.614,825.78,848.809,891.579,1,1,1,1,ruslan aliev978307200.0,0,1
876.774,824.135,852.099,871.839,1,1,1,1,ruslan aliev978307200.0,0,1
866.904,827.425,848.809,883.354,1,1,1,1,ruslan aliev978307200.0,0,1
871.839,830.715,845.519,878.419,1,1,1,1,ruslan aliev978307200.0,0,1
880.064,827.425,840.584,881.709,1,1,1,1,ruslan aliev978307200.0,0,1
878.419,827.425,840.584,889.934,1,1,1,1,ruslan aliev978307200.0,0,1
876.774,825.78,842.229,866.904,1,1,1,1,ruslan aliev978307200.0,0,1
863.614,820.845,843.874,880.064,1,1,1,1,ruslan aliev978307200.0,0,1
878.419,825.78,853.744,880.064,1,1,1,1,ruslan aliev978307200.0,0,1
863.614,822.49,850.454,884.999,1,1,1,1,ruslan aliev978307200.0,0,1
875.129,822.49,847.164,871.839,1,1,1,1,ruslan aliev978307200.0,0,1
870.194,825.78,847.164,858.679,1,1,1,1,ruslan aliev978307200.0,0,1
870.194,825.78,845.519,866.904,1,1,1,1,ruslan aliev978307200.0,0,1
870.194,825.78,848.809,876.774,1,1,1,1,ruslan aliev978307200.0,0,1
868.549,824.135,847.164,878.419,1,1,1,1,ruslan aliev978307200.0,0,1
865.259,822.49,847.164,883.354,1,1,1,1,ruslan aliev978307200.0,0,1
865.259,824.135,842.229,866.904,1,1,1,1,ruslan aliev978307200.0,0,1
870.194,827.425,843.874,857.034,1,1,1,1,ruslan aliev978307200.0,0,1
875.129,827.425,845.519,863.614,1,1,1,1,ruslan aliev978307200.0,0,1
870.194,824.135,845.519,873.484,1,1,1,1,ruslan aliev978307200.0,0,1
871.839,825.78,850.454,866.904,1,1,1,1,ruslan aliev978307200.0,0,1
873.484,827.425,852.099,878.419,1,1,1,1,ruslan aliev978307200.0,0,1
865.259,822.49,848.809,881.709,1,1,1,1,ruslan aliev978307200.0,0,1
860.324,824.135,847.164,873.484,1,1,1,1,ruslan aliev978307200.0,0,1
860.324,822.49,847.164,875.129,1,1,1,1,ruslan aliev978307200.0,0,1
855.389,817.555,842.229,860.324,1,1,1,1,ruslan aliev978307200.0,0,1
863.614,820.845,845.519,850.454,1,1,1,1,ruslan aliev978307200.0,0,1
857.034,815.91,837.295,863.614,1,1,1,1,ruslan aliev978307200.0,0,1
853.744,819.2,840.584,881.709,1,1,1,1,ruslan aliev978307200.0,0,1
853.744,820.845,842.229,866.904,1,1,1,1,ruslan aliev978307200.0,0,1
857.034,820.845,842.229,861.969,1,1,1,1,ruslan aliev978307200.0,0,1
858.679,820.845,847.164,871.839,1,1,1,1,ruslan aliev978307200.0,0,1
858.679,820.845,843.874,853.744,1,1,1,1,ruslan aliev978307200.0,0,1
860.324,825.78,845.519,875.129,1,1,1,1,ruslan aliev978307200.0,0,1
848.809,824.135,845.519,858.679,1,1,1,1,ruslan aliev978307200.0,0,1
850.454,825.78,850.454,848.809,1,1,1,1,ruslan aliev978307200.0,0,1
838.94,817.555,845.519,840.584,1,1,1,1,ruslan aliev978307200.0,0,1
834.005,822.49,842.229,832.36,1,1,1,1,ruslan aliev978307200.0,0,1
