el1,el2,el3,el4,quality1,quality2,quality3,quality4,name,imageID,imageSTEP
852.0989999999999,786.3,840.584,855.3889999999999,1,1,1,1,alexandr978307200.0,0,1
835.65,789.59,840.584,848.809,1,1,1,1,alexandr978307200.0,0,1
842.2289999999999,789.59,850.454,847.164,1,1,1,1,alexandr978307200.0,0,1
832.36,783.01,848.809,861.9689999999999,1,1,1,1,alexandr978307200.0,0,1
843.8739999999999,781.365,848.809,866.904,1,1,1,1,alexandr978307200.0,0,1
852.0989999999999,787.945,838.94,875.1289999999999,1,1,1,1,alexandr978307200.0,0,1
843.8739999999999,789.59,834.005,870.194,1,1,1,1,alexandr978307200.0,0,1
863.6139999999999,791.235,837.295,847.164,1,1,1,1,alexandr978307200.0,0,1
861.9689999999999,792.88,832.36,857.034,1,1,1,1,alexandr978307200.0,0,1
858.679,792.88,829.07,860.324,1,1,1,1,alexandr978307200.0,0,1
855.3889999999999,794.525,829.07,858.679,1,1,1,1,alexandr978307200.0,0,1
838.94,792.88,835.65,865.2589999999999,1,1,1,1,alexandr978307200.0,0,1
840.584,789.59,842.2289999999999,861.9689999999999,1,1,1,1,alexandr978307200.0,0,1
848.809,791.235,842.2289999999999,860.324,1,1,1,1,alexandr978307200.0,0,1
848.809,792.88,834.005,857.034,1,1,1,1,alexandr978307200.0,0,1
850.454,789.59,830.715,860.324,1,1,1,1,alexandr978307200.0,0,1
878.419,789.59,834.005,860.324,1,1,1,1,alexandr978307200.0,0,1
863.6139999999999,794.525,830.715,871.8389999999999,1,1,1,1,alexandr978307200.0,0,1
840.584,794.525,829.07,866.904,1,1,1,1,alexandr978307200.0,0,1
825.78,794.525,825.78,850.454,1,1,1,1,alexandr978307200.0,0,1
824.135,794.525,825.78,848.809,1,1,1,1,alexandr978307200.0,0,1
840.584,796.17,830.715,850.454,1,1,1,1,alexandr978307200.0,0,1
853.7439999999999,797.815,830.715,863.6139999999999,1,1,1,1,alexandr978307200.0,0,1
850.454,794.525,822.49,855.3889999999999,1,1,1,1,alexandr978307200.0,0,1
829.07,789.59,822.49,848.809,1,1,1,1,alexandr978307200.0,0,1
853.7439999999999,786.3,824.135,857.034,1,1,1,1,alexandr978307200.0,0,1
857.034,786.3,822.49,861.9689999999999,1,1,1,1,alexandr978307200.0,0,1
829.07,781.365,820.845,857.034,1,1,1,1,alexandr978307200.0,0,1
819.2,778.075,817.555,853.7439999999999,1,1,1,1,alexandr978307200.0,0,1
822.49,778.075,815.91,848.809,1,1,1,1,alexandr978307200.0,0,1
852.0989999999999,783.01,822.49,860.324,1,1,1,1,alexandr978307200.0,0,1
852.0989999999999,786.3,825.78,852.0989999999999,1,1,1,1,alexandr978307200.0,0,1
843.8739999999999,784.655,820.845,838.94,1,1,1,1,alexandr978307200.0,0,1
834.005,784.655,819.2,832.36,1,1,1,1,alexandr978307200.0,0,1
825.78,783.01,820.845,848.809,1,1,1,1,alexandr978307200.0,0,1
848.809,784.655,822.49,855.3889999999999,1,1,1,1,alexandr978307200.0,0,1
842.2289999999999,786.3,830.715,863.6139999999999,1,1,1,1,alexandr978307200.0,0,1
