
776.43,830.715,880.064,820.845,2,1,1,2,kate2978307200.0,0,1
986.988,860.324,891.579,820.845,2,1,1,2,kate2978307200.0,0,1
776.43,791.235,870.194,715.566,2,1,1,2,kate2978307200.0,0,1
881.709,824.135,883.354,715.566,2,1,1,2,kate2978307200.0,0,1
881.709,835.65,884.999,820.845,2,1,1,2,kate2978307200.0,0,1
986.988,850.454,889.934,926.123,2,1,1,2,kate2978307200.0,0,1
881.709,840.584,883.354,926.123,2,1,1,2,kate2978307200.0,0,1
776.43,810.975,871.839,820.845,2,1,1,2,kate2978307200.0,0,1
881.709,825.78,878.419,820.845,2,1,1,2,kate2978307200.0,0,1
881.709,820.845,876.774,926.123,2,1,1,2,kate2978307200.0,0,1
986.988,837.295,883.354,926.123,2,1,1,2,kate2978307200.0,0,1
671.152,812.62,871.839,820.845,2,1,1,2,kate2978307200.0,0,1
776.43,825.78,880.064,820.845,2,1,1,2,kate2978307200.0,0,1
776.43,832.36,883.354,926.123,2,1,1,2,kate2978307200.0,0,1
986.988,852.099,886.644,1031.4,2,1,1,2,kate2978307200.0,0,1
881.709,810.975,873.484,926.123,2,1,1,2,kate2978307200.0,0,1
829.07,817.555,873.484,926.123,2,1,1,2,kate2978307200.0,0,1
829.07,843.874,883.354,926.123,2,1,1,2,kate2978307200.0,0,1
881.709,837.295,883.354,1031.4,2,1,1,2,kate2978307200.0,0,1
934.348,835.65,880.064,1031.4,2,1,1,2,kate2978307200.0,0,1
671.152,810.975,866.904,820.845,2,1,1,2,kate2978307200.0,0,1
829.07,807.685,868.549,820.845,2,1,1,2,kate2978307200.0,0,1
776.43,835.65,873.484,926.123,2,1,1,2,kate2978307200.0,0,1
986.988,845.519,878.419,1031.4,2,1,1,2,kate2978307200.0,0,1
723.791,801.105,865.259,926.123,2,1,1,2,kate2978307200.0,0,1
776.43,797.815,866.904,820.845,2,1,1,2,kate2978307200.0,0,1
776.43,814.265,873.484,926.123,2,1,1,2,kate2978307200.0,0,1
934.348,840.584,880.064,1031.4,2,1,1,2,kate2978307200.0,0,1
934.348,822.49,871.839,1031.4,2,1,1,2,kate2978307200.0,0,1
776.43,792.88,855.389,926.123,2,1,1,2,kate2978307200.0,0,1
881.709,794.525,863.614,926.123,2,1,1,2,kate2978307200.0,0,1
829.07,814.265,870.194,1031.4,2,1,1,2,kate2978307200.0,0,1
1074.17,845.519,875.129,1047.85,2,1,1,2,kate2978307200.0,0,1
863.614,791.235,858.679,837.295,2,1,1,2,kate2978307200.0,0,1
968.893,814.265,865.259,837.295,2,1,1,2,kate2978307200.0,0,1
968.893,806.04,865.259,942.573,2,1,1,2,kate2978307200.0,0,1
1179.45,819.2,875.129,1047.85,2,1,1,2,kate2978307200.0,0,1
1074.17,810.975,866.904,942.573,2,1,1,2,kate2978307200.0,0,1
968.893,791.235,860.324,837.295,2,1,1,2,kate2978307200.0,0,1
968.893,819.2,870.194,837.295,2,1,1,2,kate2978307200.0,0,1
968.893,812.62,868.549,942.573,2,1,1,2,kate2978307200.0,0,1
1074.17,842.229,873.484,942.573,2,1,1,2,kate2978307200.0,0,1
863.614,804.395,857.034,732.016,2,1,1,2,kate2978307200.0,0,1
968.893,819.2,866.904,732.016,2,1,1,2,kate2978307200.0,0,1
863.614,820.845,865.259,837.295,2,1,1,2,kate2978307200.0,0,1
1074.17,825.78,871.839,942.573,2,1,1,2,kate2978307200.0,0,1
863.614,776.43,857.034,837.295,2,1,1,2,kate2978307200.0,0,1
863.614,799.46,863.614,732.016,2,1,1,2,kate2978307200.0,0,1
863.614,810.975,868.549,837.295,2,1,1,2,kate2978307200.0,0,1
968.893,815.91,870.194,1047.85,2,1,1,2,kate2978307200.0,0,1
968.893,824.135,871.839,1153.13,2,1,1,2,kate2978307200.0,0,1
758.335,776.43,855.389,942.573,2,1,1,2,kate2978307200.0,0,1
863.614,809.33,870.194,942.573,2,1,1,2,kate2978307200.0,0,1
758.335,802.75,868.549,1047.85,2,1,1,2,kate2978307200.0,0,1
968.893,832.36,878.419,1047.85,2,1,1,2,kate2978307200.0,0,1
758.335,794.525,863.614,942.573,2,1,1,2,kate2978307200.0,0,1
758.335,809.33,866.904,837.295,2,1,1,2,kate2978307200.0,0,1
758.335,817.555,866.904,942.573,2,1,1,2,kate2978307200.0,0,1
863.614,810.975,866.904,1047.85,2,1,1,2,kate2978307200.0,0,1
863.614,797.815,861.969,1047.85,2,1,1,2,kate2978307200.0,0,1
758.335,789.59,853.744,942.573,2,1,1,2,kate2978307200.0,0,1
863.614,817.555,863.614,942.573,2,1,1,2,kate2978307200.0,0,1
863.614,814.265,861.969,1047.85,2,1,1,2,kate2978307200.0,0,1
968.893,825.78,868.549,1047.85,2,1,1,2,kate2978307200.0,0,1
758.335,771.495,848.809,837.295,2,1,1,2,kate2978307200.0,0,1
916.254,801.105,861.969,837.295,2,1,1,2,kate2978307200.0,0,1
863.614,810.975,863.614,942.573,2,1,1,2,kate2978307200.0,0,1
1074.17,832.36,871.839,1047.85,2,1,1,2,kate2978307200.0,0,1
